sku_id,stock_level,last_updated,warehouse_location
SKU_000222,565,2025-08-07 21:11:50.774981,South
SKU_000223,410,2025-08-08 01:11:50.775012,Central
SKU_000224,74,2025-08-07 16:11:50.775044,North
SKU_000225,700,2025-08-07 20:11:50.775082,West
SKU_000226,617,2025-08-08 04:11:50.775131,East
SKU_000227,28,2025-08-07 19:11:50.775168,West
SKU_000228,140,2025-08-08 09:11:50.775201,East
SKU_000229,218,2025-08-07 17:11:50.775233,East
SKU_000230,0,2025-08-08 03:11:50.775265,East
SKU_000231,742,2025-08-08 09:11:50.775296,West
SKU_000232,146,2025-08-08 07:11:50.775329,East
SKU_000233,540,2025-08-07 12:11:50.775361,South
SKU_000234,733,2025-08-07 17:11:50.775418,Central
SKU_000235,177,2025-08-07 14:11:50.775455,North
SKU_000236,275,2025-08-07 11:11:50.775526,East
SKU_000237,795,2025-08-08 04:11:50.775592,South
SKU_000238,969,2025-08-07 20:11:50.775658,West
SKU_000239,205,2025-08-08 01:11:50.775722,Central
SKU_000240,471,2025-08-08 03:11:50.775783,West
SKU_000241,223,2025-08-08 11:11:50.775843,West
SKU_000242,921,2025-08-07 17:11:50.775899,South
SKU_000243,416,2025-08-07 23:11:50.775952,East
SKU_000244,340,2025-08-07 16:11:50.776013,West
SKU_000245,374,2025-08-08 10:11:50.776083,East
SKU_000246,14,2025-08-08 11:11:50.776154,Central
SKU_000247,0,2025-08-07 20:11:50.776209,South
SKU_000248,159,2025-08-07 17:11:50.776277,North
SKU_000249,0,2025-08-07 20:11:50.776333,Central
SKU_000250,548,2025-08-08 08:11:50.776387,West
SKU_000251,0,2025-08-07 14:11:50.776437,Central
SKU_000252,138,2025-08-07 21:11:50.776487,Central
SKU_000253,0,2025-08-07 13:11:50.776536,East
SKU_000254,518,2025-08-08 09:11:50.776586,North
SKU_000255,0,2025-08-08 06:11:50.776635,East
SKU_000256,580,2025-08-07 21:11:50.776684,North
SKU_000257,691,2025-08-07 11:11:50.776734,East
SKU_000258,634,2025-08-08 00:11:50.776786,East
SKU_000259,0,2025-08-07 19:11:50.776835,East
SKU_000260,264,2025-08-07 16:11:50.776884,East
SKU_000261,714,2025-08-08 03:11:50.776934,Central
SKU_000262,964,2025-08-07 16:11:50.776984,Central
SKU_000263,799,2025-08-07 12:11:50.777034,West
SKU_000264,758,2025-08-07 22:11:50.777084,North
SKU_000265,156,2025-08-07 11:11:50.777132,West
SKU_000266,0,2025-08-07 16:11:50.777182,North
SKU_000267,503,2025-08-08 04:11:50.777233,West
SKU_000268,327,2025-08-08 10:11:50.777283,Central
SKU_000269,433,2025-08-08 10:11:50.777332,West
SKU_000270,423,2025-08-07 12:11:50.777684,Central
SKU_000271,980,2025-08-08 06:11:50.777721,West
SKU_000272,400,2025-08-07 15:11:50.777756,West
SKU_000273,626,2025-08-08 10:11:50.777790,West
SKU_000274,342,2025-08-08 06:11:50.777823,West
SKU_000275,13,2025-08-08 09:11:50.777856,East
SKU_000276,982,2025-08-08 01:11:50.777889,North
SKU_000277,461,2025-08-08 09:11:50.777923,East
SKU_000278,830,2025-08-07 19:11:50.777956,West
SKU_000279,34,2025-08-08 05:11:50.777988,West
SKU_000280,888,2025-08-08 10:11:50.778020,South
SKU_000281,696,2025-08-08 11:11:50.778052,West
SKU_000282,678,2025-08-07 15:11:50.778085,North
SKU_000283,438,2025-08-08 01:11:50.778117,West
SKU_000284,100,2025-08-08 03:11:50.778149,West
SKU_000285,348,2025-08-07 16:11:50.778181,West
SKU_000286,483,2025-08-07 14:11:50.778214,West
SKU_000287,876,2025-08-07 18:11:50.778246,East
SKU_000288,483,2025-08-08 01:11:50.778278,East
SKU_000289,691,2025-08-07 18:11:50.778309,South
SKU_000290,710,2025-08-07 13:11:50.778341,South
SKU_000291,554,2025-08-07 19:11:50.778372,North
SKU_000292,777,2025-08-07 11:11:50.778404,West
SKU_000293,32,2025-08-07 14:11:50.778435,South
SKU_000294,51,2025-08-07 15:11:50.778467,South
SKU_000295,113,2025-08-07 19:11:50.778500,Central
SKU_000296,965,2025-08-07 19:11:50.778532,East
SKU_000297,964,2025-08-07 14:11:50.778564,North
SKU_000298,246,2025-08-08 09:11:50.778596,East
SKU_000299,210,2025-08-08 09:11:50.778628,West
SKU_000300,284,2025-08-07 23:11:50.778660,South
SKU_000301,625,2025-08-07 13:11:50.778692,South
SKU_000302,601,2025-08-07 19:11:50.778724,Central
SKU_000303,97,2025-08-07 11:11:50.778756,West
SKU_000304,556,2025-08-08 01:11:50.778789,Central
SKU_000305,119,2025-08-07 12:11:50.778821,East
SKU_000306,590,2025-08-08 10:11:50.778854,South
SKU_000307,11,2025-08-07 19:11:50.778886,Central
SKU_000308,48,2025-08-07 11:11:50.778918,West
SKU_000309,313,2025-08-07 19:11:50.778949,North
SKU_000310,718,2025-08-08 11:11:50.778984,Central
SKU_000311,683,2025-08-08 10:11:50.779017,West
SKU_000312,602,2025-08-07 16:11:50.779049,South
SKU_000313,944,2025-08-07 23:11:50.779081,South
SKU_000314,835,2025-08-08 01:11:50.779113,West
SKU_000315,801,2025-08-07 11:11:50.779145,West
SKU_000316,208,2025-08-07 22:11:50.779178,South
SKU_000317,328,2025-08-07 11:11:50.779210,South
SKU_000318,530,2025-08-07 17:11:50.779243,North
SKU_000319,856,2025-08-07 21:11:50.779288,South
SKU_000320,0,2025-08-07 15:11:50.779337,South
SKU_000321,179,2025-08-07 22:11:50.779372,West
SKU_000322,0,2025-08-07 12:11:50.779406,West
SKU_000323,0,2025-08-08 11:11:50.779440,North
SKU_000324,772,2025-08-07 23:11:50.779472,South
SKU_000325,740,2025-08-07 12:11:50.779505,West
SKU_000326,192,2025-08-08 04:11:50.779537,East
SKU_000327,902,2025-08-07 18:11:50.779569,West
SKU_000328,69,2025-08-07 21:11:50.779602,East
SKU_000329,621,2025-08-07 12:11:50.779634,North
SKU_000330,78,2025-08-07 14:11:50.779666,South
SKU_000331,556,2025-08-08 00:11:50.779699,North
SKU_000332,666,2025-08-07 11:11:50.779731,East
SKU_000333,755,2025-08-07 21:11:50.779763,West
SKU_000334,488,2025-08-08 11:11:50.779795,South
SKU_000335,323,2025-08-07 22:11:50.779826,North
SKU_000336,643,2025-08-07 20:11:50.779858,North
SKU_000337,956,2025-08-07 17:11:50.779890,South
SKU_000338,472,2025-08-07 18:11:50.779922,West
SKU_000339,127,2025-08-07 23:11:50.779954,Central
SKU_000340,901,2025-08-07 13:11:50.779986,North
SKU_000341,738,2025-08-07 22:11:50.780018,South
SKU_000342,550,2025-08-08 08:11:50.780049,North
SKU_000343,762,2025-08-07 14:11:50.780081,East
SKU_000344,729,2025-08-07 17:11:50.780112,South
SKU_000345,667,2025-08-07 17:11:50.780144,North
SKU_000346,526,2025-08-07 14:11:50.780175,East
SKU_000347,677,2025-08-07 16:11:50.780207,West
SKU_000348,995,2025-08-07 21:11:50.780239,East
SKU_000349,134,2025-08-08 06:11:50.780271,West
SKU_000350,577,2025-08-07 19:11:50.780303,North
SKU_000351,581,2025-08-08 01:11:50.780335,West
SKU_000352,578,2025-08-08 07:11:50.780368,East
SKU_000353,844,2025-08-07 14:11:50.780401,East
SKU_000354,994,2025-08-07 15:11:50.780435,West
SKU_000355,0,2025-08-08 11:11:50.780467,North
SKU_000356,449,2025-08-07 22:11:50.780499,Central
SKU_000357,21,2025-08-07 11:11:50.780531,West
SKU_000358,323,2025-08-08 11:11:50.780563,East
SKU_000359,608,2025-08-08 09:11:50.780594,South
SKU_000360,729,2025-08-08 08:11:50.780626,East
SKU_000361,948,2025-08-07 11:11:50.780658,West
SKU_000362,442,2025-08-07 17:11:50.780698,Central
SKU_000363,144,2025-08-08 11:11:50.780734,Central
SKU_000364,347,2025-08-07 14:11:50.780767,Central
SKU_000365,360,2025-08-07 23:11:50.780799,West
SKU_000366,251,2025-08-07 17:11:50.780831,West
SKU_000367,826,2025-08-08 02:11:50.780864,East
SKU_000368,7,2025-08-07 18:11:50.780898,East
SKU_000369,344,2025-08-08 08:11:50.780931,South
SKU_000370,752,2025-08-08 08:11:50.780962,East
SKU_000371,0,2025-08-07 17:11:50.780994,South
SKU_000372,601,2025-08-07 13:11:50.781026,North
SKU_000373,200,2025-08-08 09:11:50.781058,North
SKU_000374,697,2025-08-07 11:11:50.781090,East
SKU_000375,0,2025-08-07 12:11:50.781122,Central
SKU_000376,116,2025-08-08 01:11:50.781154,North
SKU_000377,446,2025-08-07 17:11:50.781186,East
SKU_000378,390,2025-08-07 18:11:50.781217,North
SKU_000379,740,2025-08-07 11:11:50.781249,West
SKU_000380,644,2025-08-08 04:11:50.781280,West
SKU_000381,345,2025-08-07 14:11:50.781321,North
SKU_000382,545,2025-08-07 13:11:50.781354,South
SKU_000383,444,2025-08-08 04:11:50.781386,West
SKU_000384,221,2025-08-08 01:11:50.781418,North
SKU_000385,760,2025-08-07 22:11:50.781450,East
SKU_000386,822,2025-08-08 06:11:50.781482,South
SKU_000387,986,2025-08-08 08:11:50.781514,West
SKU_000388,0,2025-08-08 00:11:50.781546,South
SKU_000389,134,2025-08-08 07:11:50.781578,North
SKU_000390,123,2025-08-07 23:11:50.781609,Central
SKU_000391,914,2025-08-07 19:11:50.781641,Central
SKU_000392,784,2025-08-07 21:11:50.781673,Central
SKU_000393,1000,2025-08-07 19:11:50.781705,Central
SKU_000394,478,2025-08-08 07:11:50.781737,East
SKU_000395,755,2025-08-07 12:11:50.781769,South
SKU_000396,0,2025-08-07 16:11:50.781801,West
SKU_000397,491,2025-08-08 03:11:50.781832,East
SKU_000398,339,2025-08-07 17:11:50.781872,East
SKU_000399,206,2025-08-08 02:11:50.781904,North
SKU_000400,816,2025-08-08 03:11:50.781935,West
SKU_000401,0,2025-08-08 07:11:50.781967,East
SKU_000402,88,2025-08-07 13:11:50.782000,West
SKU_000403,610,2025-08-08 09:11:50.782032,South
SKU_000404,558,2025-08-07 15:11:50.782064,North
SKU_000405,905,2025-08-08 04:11:50.782095,South
SKU_000406,154,2025-08-07 11:11:50.782127,West
SKU_000407,654,2025-08-08 01:11:50.782167,West
SKU_000408,353,2025-08-07 23:11:50.782200,East
SKU_000409,453,2025-08-08 00:11:50.782233,West
SKU_000410,0,2025-08-08 08:11:50.782265,Central
SKU_000411,800,2025-08-08 03:11:50.782298,South
SKU_000412,274,2025-08-08 08:11:50.782331,West
SKU_000413,257,2025-08-08 07:11:50.782366,East
SKU_000414,0,2025-08-07 21:11:50.782397,South
SKU_000415,991,2025-08-07 22:11:50.782429,South
SKU_000416,0,2025-08-08 04:11:50.782461,West
SKU_000417,499,2025-08-07 17:11:50.782493,Central
SKU_000418,567,2025-08-08 00:11:50.782524,East
SKU_000419,688,2025-08-08 11:11:50.782556,East
SKU_000420,326,2025-08-07 13:11:50.782588,Central
SKU_000421,961,2025-08-08 11:11:50.782620,East
SKU_000422,496,2025-08-08 01:11:50.782652,South
SKU_000423,226,2025-08-07 14:11:50.782683,Central
SKU_000424,771,2025-08-08 06:11:50.782715,North
SKU_000425,0,2025-08-07 13:11:50.782746,North
SKU_000426,0,2025-08-07 21:11:50.782778,North
SKU_000427,835,2025-08-08 06:11:50.782809,North
SKU_000428,947,2025-08-07 11:11:50.782841,East
SKU_000429,742,2025-08-08 10:11:50.782873,East
SKU_000430,95,2025-08-07 20:11:50.782904,Central
SKU_000431,0,2025-08-08 11:11:50.782935,North
SKU_000432,189,2025-08-07 13:11:50.782967,East
SKU_000433,0,2025-08-07 12:11:50.782998,South
SKU_000434,808,2025-08-07 22:11:50.783034,West
SKU_000435,855,2025-08-08 07:11:50.783068,North
SKU_000436,258,2025-08-08 03:11:50.783101,South
SKU_000437,668,2025-08-08 05:11:50.783133,Central
SKU_000438,53,2025-08-08 05:11:50.783165,South
SKU_000439,275,2025-08-08 00:11:50.783196,North
SKU_000440,227,2025-08-08 00:11:50.783228,West
SKU_000441,219,2025-08-08 00:11:50.783260,Central
SKU_000442,608,2025-08-07 19:11:50.783292,East
SKU_000443,751,2025-08-08 01:11:50.783324,North
SKU_000444,605,2025-08-07 12:11:50.783356,Central
SKU_000445,488,2025-08-07 15:11:50.783388,South
SKU_000446,219,2025-08-07 14:11:50.783420,South
SKU_000447,691,2025-08-07 18:11:50.783451,East
SKU_000448,289,2025-08-07 19:11:50.783483,East
SKU_000449,790,2025-08-07 23:11:50.783515,Central
SKU_000450,563,2025-08-08 07:11:50.783547,Central
SKU_000451,739,2025-08-07 17:11:50.783579,Central
SKU_000452,82,2025-08-08 07:11:50.783611,South
SKU_000453,44,2025-08-07 14:11:50.783642,South
SKU_000454,825,2025-08-07 20:11:50.783673,South
SKU_000455,30,2025-08-08 00:11:50.783705,Central
SKU_000456,0,2025-08-08 03:11:50.783736,West
SKU_000457,682,2025-08-08 09:11:50.783768,North
SKU_000458,332,2025-08-07 18:11:50.783800,South
SKU_000459,0,2025-08-07 14:11:50.783833,West
SKU_000460,168,2025-08-07 22:11:50.783865,West
SKU_000461,440,2025-08-07 15:11:50.783898,Central
SKU_000462,299,2025-08-08 04:11:50.783930,Central
SKU_000463,985,2025-08-08 07:11:50.783963,West
SKU_000464,24,2025-08-07 13:11:50.783996,South
SKU_000465,920,2025-08-07 22:11:50.784027,South
SKU_000466,749,2025-08-08 08:11:50.784058,West
SKU_000467,0,2025-08-08 07:11:50.784090,South
SKU_000468,738,2025-08-07 15:11:50.784122,East
SKU_000469,481,2025-08-07 12:11:50.784153,East
SKU_000470,979,2025-08-07 13:11:50.784185,West
SKU_000471,467,2025-08-07 15:11:50.784218,South
SKU_000472,695,2025-08-07 13:11:50.784250,West
SKU_000473,564,2025-08-07 16:11:50.784281,West
SKU_000474,332,2025-08-07 18:11:50.784313,South
SKU_000475,260,2025-08-07 15:11:50.784345,West
SKU_000476,402,2025-08-08 04:11:50.784376,East
SKU_000477,0,2025-08-07 15:11:50.784408,Central
SKU_000478,200,2025-08-08 05:11:50.784440,East
SKU_000479,615,2025-08-08 04:11:50.784472,East
SKU_000480,863,2025-08-08 11:11:50.784505,North
SKU_000481,59,2025-08-07 15:11:50.784537,West
SKU_000482,279,2025-08-07 17:11:50.784570,North
SKU_000483,469,2025-08-08 08:11:50.784604,North
SKU_000484,738,2025-08-07 13:11:50.784636,East
SKU_000485,628,2025-08-08 08:11:50.784668,Central
SKU_000486,476,2025-08-08 04:11:50.784700,West
SKU_000487,0,2025-08-08 11:11:50.784732,North
SKU_000488,854,2025-08-08 06:11:50.784764,West
SKU_000489,0,2025-08-07 16:11:50.784797,West
SKU_000490,280,2025-08-08 04:11:50.784828,South
SKU_000491,785,2025-08-08 07:11:50.784860,South
SKU_000492,613,2025-08-08 02:11:50.784891,East
SKU_000493,614,2025-08-07 18:11:50.784923,Central
SKU_000494,320,2025-08-08 11:11:50.784961,West
SKU_000495,14,2025-08-08 09:11:50.784994,North
SKU_000496,93,2025-08-07 11:11:50.785025,West
SKU_000497,551,2025-08-07 18:11:50.785062,South
SKU_000498,756,2025-08-07 21:11:50.785093,West
SKU_000499,349,2025-08-07 17:11:50.785125,West
SKU_000500,800,2025-08-07 18:11:50.785156,West
SKU_000501,0,2025-08-07 19:11:50.785188,East
SKU_000502,827,2025-08-07 18:11:50.785219,West
SKU_000503,143,2025-08-08 01:11:50.785252,West
SKU_000504,665,2025-08-07 18:11:50.785284,Central
SKU_000505,673,2025-08-07 14:11:50.785315,Central
SKU_000506,717,2025-08-08 07:11:50.785346,West
SKU_000507,621,2025-08-07 21:11:50.785377,East
SKU_000508,120,2025-08-07 14:11:50.785409,North
SKU_000509,354,2025-08-08 02:11:50.785440,North
SKU_000510,656,2025-08-08 10:11:50.785472,Central
SKU_000511,562,2025-08-08 04:11:50.785503,North
SKU_000512,720,2025-08-08 01:11:50.785534,West
SKU_000513,361,2025-08-07 20:11:50.785566,North
